clean_provider_group,clean_provider_model_class,revenue_source_method,wksht_cd,line_num_chr,clmn_num_chr,n_rows,n_reports,nonzero_reports,min_value,p25_value,median_value,mean_value,p75_value,max_value,total_value
General acute / academic,Short-term acute/general hospital,g2_total_only_no_outpatient_split,G000000,04300,00100,3,3,3,408592,1854836,3301080,2388196,3377998,3454916,7164588
General acute / academic,Short-term acute/general hospital,g2_total_only_no_outpatient_split,G000000,04400,00100,5,5,5,51027,128062,263193,248119.8,322026,476291,1240599
General acute / academic,Short-term acute/general hospital,g2_total_only_no_outpatient_split,G000000,04500,00100,5,5,5,185854,3815571,4350594,4271370,4459168,8545663,21356850
General acute / academic,Short-term acute/general hospital,g2_total_only_no_outpatient_split,G000000,04700,00100,2,2,2,48424,4062318,8076212,8076212,12090106,16104000,16152424
General acute / academic,Short-term acute/general hospital,g2_total_only_no_outpatient_split,G000000,04900,00100,2,2,2,3421058,7436596.5,11452135,11452135,15467673.5,19483212,22904270
General acute / academic,Short-term acute/general hospital,g2_total_only_no_outpatient_split,G000000,05000,00100,3,3,3,48424,1734741,3421058,13018898,19504135,35587212,39056694
General acute / academic,Short-term acute/general hospital,g2_total_only_no_outpatient_split,G000000,05100,00100,5,5,5,185854,4350594,7880226,12082708.8,8594087,39402783,60413544
General acute / academic,Short-term acute/general hospital,g2_total_only_no_outpatient_split,G000000,05200,00100,5,5,5,-5282126,2144138,10946606,10763769,16433026,29577201,53818845
General acute / academic,Short-term acute/general hospital,g2_total_only_no_outpatient_split,G000000,05900,00100,5,5,5,-5282126,2144138,10946606,10763769,16433026,29577201,53818845
General acute / academic,Short-term acute/general hospital,g2_total_only_no_outpatient_split,G000000,06000,00100,5,5,5,2329992,3311961,20783620,22846477.8,37457427,50349389,114232389
General acute / academic,Short-term acute/general hospital,g2_total_only_no_outpatient_split,G100000,00100,00200,5,5,5,-11048939,2678028,11228889,8336609,11675654,27149413,41683045
General acute / academic,Short-term acute/general hospital,g2_total_only_no_outpatient_split,G100000,00200,00200,5,5,5,-729048,-533920,2342919,2423971.8,5273098,5766810,12119859
General acute / academic,Short-term acute/general hospital,g2_total_only_no_outpatient_split,G100000,00300,00200,5,5,5,-5282129,2144108,10946606,10760580.8,16501987,29492332,53802904
General acute / academic,Short-term acute/general hospital,g2_total_only_no_outpatient_split,G100000,00400,00100,1,1,1,30,30,30,30,30,30,30
General acute / academic,Short-term acute/general hospital,g2_total_only_no_outpatient_split,G100000,01000,00200,1,1,1,30,30,30,30,30,30,30
General acute / academic,Short-term acute/general hospital,g2_total_only_no_outpatient_split,G100000,01100,00200,5,5,5,-5282129,2144138,10946606,10760586.8,16501987,29492332,53802934
General acute / academic,Short-term acute/general hospital,g2_total_only_no_outpatient_split,G100000,01200,00100,1,1,1,-3,-3,-3,-3,-3,-3,-3
General acute / academic,Short-term acute/general hospital,g2_total_only_no_outpatient_split,G100000,01300,00100,1,1,1,68961,68961,68961,68961,68961,68961,68961
General acute / academic,Short-term acute/general hospital,g2_total_only_no_outpatient_split,G100000,01800,00200,2,2,2,-3,17238,34479,34479,51720,68961,68958
General acute / academic,Short-term acute/general hospital,g2_total_only_no_outpatient_split,G100000,01900,00200,5,5,5,-5282126,2144138,10946606,10746795.2,16433026,29492332,53733976
